ID	CONCEPTICON_ID	CONCEPTICON_GLOSS	FORM	MEANING	SENSE	SENSE_ID
376	1449	RUB	kaakuusíini	rub or massage a body part to alleviate pain	rub or massage a body part to alleviate pain	rubormassageabodyparttoalleviatepain-1
377	1274	SALT	aanisiijáani	 e g ; ‘cutipar’;  cause harm by violating dietary or behavioral restrictions (<[siyaanɨ́ɨni](LX003104)>);  typically said of the foods or activities that breach these restrictions;  salt or sexual contact (see <[aanisíini](LX000103)>)	 salt or sexual contact (see <[aanisíini](LX000103)>)	saltorsexualcontactseeaanisiiniLX000103-1
378	1274	SALT	ajátaari	traditional type of mashing and grinding tool;  typically used in conjunction with the <[ájana](LX000174)> (‘batán’) mashing trough;  it consists of a heavy and thick rectangular piece of wood;  roughly 40-50cm in width and 25-30cm in height;  with stubby handles extending horizontally from the upper corners  This tool is employed by lifting the grinder by one handle and then driving it down with force;  then doing the same with the other handle;  in a rhythmic;  rocking fashion  Most commonly used to mash cooked manioc in the preparation of manioc beer;  it is also used to grind harder substances;  such as toasted corn and;  traditionally;  salt;  which was most commonly available to Iquitos as hard blocks	 salt	salt-1
379	1274	SALT	iisaja	salt	salt	salt-2
380	1274	SALT	siyaanɨ́ɨni	 e g ;  e g ;  or more commonly; follow dietary and behavioral restrictions associated either with the use of certain plants as part of shamanic practices;  or with a curative treatment involving medicinal plants  These restrictions may involve requirements to eat particular foods;  prohibitions against eating certain foods;  salt or fish with teeth;  probitions again touching certain things;  cooking fires;  and prohibitions against certain activities;  such as having sex;  touching a menstruating woman;  walking outside in bright sunlight;  or walking at night when it is cold	 salt or fish with teeth	saltorfishwithteeth-1
381	671	SAND	jiníini	 e g ;  said; knead;  of kneading a piece of cooked manioc into a doughy consistency to use as fishing bait;  or in traditional pottery manufacture;  of kneading <[kusáaka](LX001660)> (‘apacharama’) together with clay;  or more recently;  of kneading bread dough; rub a substance or object across or onto the surface of an object with one’s hand;  as when polishing a cooking pot with ashes or sand;  when one is rubbing a table with a cloth to clean it;  when one is rubbing soap onto a piece of clothing in order to wash it;  or when one is applying a cream to one’s skin	 as when polishing a cooking pot with ashes or sand	aswhenpolishingacookingpotwithashesorsand-1
382	671	SAND	kakuti	 in Iquito territory; sand;  speaking of relatively pure white sand;  as opposed to sandy soil;  <[jɨ́ɨka](LX001196)>; beach;  large beaches emerge during the dry season;  when the river drops sufficiently to reveal the white sand that has accumulated in the interior of the curves of the river during the rainy season	sand	sand-1
383	1458	SAY	aríini	 e g ;  e g ; say; criticize or speak badly of someone; intend to do something; scrape with a blade;  a machete or knife;  while holding the blade roughly perpendicular to the surface;  to make a wood surface smooth;  as when making a paddle;  or to grate a sweet potato while making manioc beer mash	say	say-1
384	1458	SAY	imatáani	 e g ;  e g ;  e g ;  say;  i e ;  walk;  prototypically; lie prostrate;  be prostrate;  be so weakened or debilitated;  typically by illness that one lies unable to rise;  or do much of anything; be lying or sitting on a surface;  speaking of composite object;  an object with multiple parts;  an axe (axe blade and handle);  shotgun;  or baseball cap (bill and cap proper);  so that the object is in its most stable position;  in the case of an axe;  that it be lying horizontally with its handle on the surface;  rather than;  standing in vertical position with its handle leaning against vertical surface; for a vessel with contents to be sitting in its typical upright position;  with the contents at the bottom of the vessel;  a cooking pot with food in it;  although it is not essential that the vessel have contents	 say	say-2
385	1458	SAY	awuúka	 e g ; “no problem!”;  “it’s fine!”;  interjection used to indicate that some object;  substance;  or situation is adequate;  despite being imperfect;  and that the speaker is content to have some course of action proceed;  despite the circumstances not being optimal due to the deficiencies of the referent;  said;  with reference to a somewhat bent trunk;  when harvesting trunks for roof poles;  or to lightly spoiled fish;  when evaluating whether to eat it	 said	said-1
386	1458	SAY	ijɨɨ́rana	 e g ;  said of;  for example;  said; sour or acidic in flavor;  of fruits high in vitamin C;  or overly aged manioc beer; sharp but superficial;  speaking of pain;  the bite of certain insects;  such as <[anaasi](anaasi)> (mosquitoes);  <[aákusaja](LX000061)> (‘isangos’);  and <[simɨ́naja](LX003003)> (ticks)	 said	said-2
387	1458	SAY	janɨ́ɨni	 e g ;  said; become moldy;  of bread;  manioc;  or meat	 said	said-3
388	1458	SAY	jiníini	 e g ;  said; knead;  of kneading a piece of cooked manioc into a doughy consistency to use as fishing bait;  or in traditional pottery manufacture;  of kneading <[kusáaka](LX001660)> (‘apacharama’) together with clay;  or more recently;  of kneading bread dough; rub a substance or object across or onto the surface of an object with one’s hand;  as when polishing a cooking pot with ashes or sand;  when one is rubbing a table with a cloth to clean it;  when one is rubbing soap onto a piece of clothing in order to wash it;  or when one is applying a cream to one’s skin	 said	said-4
389	1458	SAY	sanɨ́ɨni	 e g ;  said; straighten oneself up or out;  of someone who stands up straight after walking hunched over under low branches;  someone who stands up from a sitting position;  someone who straightens out after lying in a fetal position;  a snake that straightens itself out after lying in a coil;  or plant that straightens out as it grows; get up from a lying or sitting position; drip	 said	said-5
390	1458	SAY	sitɨɨni	 e g ;  said; peel off in flakes;  flake off;  of people who suffer skin diseases that result in their skin coming off in flakes	 said	said-6
391	1458	SAY	takɨtɨ́ɨni	 e g;  e g ; ‘madre de la yuca’;  caterpillar species;  said; turn around;  turn over;  turn over; turn inside out;  or flip over;  change from facing one direction to facing another direction by approximately 180 degrees;  along any axis;  turn when standing from facing one direction to another;  going from lying prone to supine;  or capsize;  as in the case of a canoe;  of a garment	 said	said-7
392	1458	SAY	takɨtɨtɨ́ɨni	 e g ;  e g ;  said; go in a circle;  of a person who walks in a full circle around a house or tree;  a vulture that soars in circles on a an updraft;  but especially saliently;  for a group of individuals to form of a ring that rotates around its center;  during traditional celebrations;  when people would form a ring and sing as they went in a circle	 said	said-8
393	1458	SAY	tɨɨrika	 e g ;  said; distant;  outside of the realm of common experience of the speaker and interlocutors;  of the mythical place from which ‘pijuayo’ palms were brought;  or the places from which foreign visitors come	 said	said-9
394	1436	SCRATCH	asɨ́ɨni	 e g ; cut;  scratch;  or scrape something by means of glancing blow;  in the case of a person or animal;  breaking the skin;  and in the case of an inanimate object;  gouging or scoring the surface;  a spear tip breaking the skin with a glancing blow;  or an animal’s claws gouging the surface of a piece of wood; feed;  give someone food	 scratch	scratch-1
395	1436	SCRATCH	tasínakíini	scratch or claw repeatedly;  to the point of injury	scratch or claw repeatedly	scratchorclawrepeatedly-1
396	1474	SEA				
397	1409	SEE	=isákujiita	a little bit upriver of;  see <=isákuji 1>; a little above;  at a slightly higher elevation than;  see <=isákuji 2>	 see <=isákuji 1>	seeisakuji1-1
398	1409	SEE	=isákujiita	a little bit upriver of;  see <=isákuji 1>; a little above;  at a slightly higher elevation than;  see <=isákuji 2>	 see <=isákuji 2>	seeisakuji2-1
399	1409	SEE	=isámajiita	a little downriver of;  see see <=isámaji 1>; slightly below;  at a slightly lower elevation than;  see <=isámaji 2>	 see <=isámaji 2>	seeisamaji2-1
400	1409	SEE	nikíini	see; find; check on or inspect	see	see-1
401	714	SEED	íniijaa	fruit (plural); seed (plural)	seed (plural)	seedplural-1
402	1457	SEW	sipúuni	sew; largest species of giant hunting ant (‘isula’);  reaching 3cm in length;  encountered singly or in pairs;  this ant gives a very painful sting;  but not as severe as that of the <[muusaníkwaa](LX002065)>	sew	sew-1
403	1396	SHARP	aasamu sisa	‘cashorro de quebrada’;  species of slender fish that reaches 30cm in length;  with a tapering snout and long;  sharp;  teeth  Greenish in color;  it is mainly found in creeks	 sharp	sharp-1
404	1396	SHARP	asi	 sharp; term employed for two very similar species of small kingfisher in Iquito territory;  the Amazon Kingfisher and Green Kingfisher;  which measure about 29cm and 20cm in length;  respectively  Both species of bird are piscivorous;  have long;  dark-colored beaks;  and are mainly dark green in color with white neck;  throat;  and belly;  and in the case of the males;  a red chest	 sharp	sharp-2
405	1396	SHARP	kuukwana	 e g ; sharp;  of a machete or harpoon tip;  speaking of either an edge or a point	sharp	sharp-3
406	1396	SHARP	maasiisi	 bird species;  sharp; ‘tanrilla’ or Sunbittern;  rare in Iquito territory;  that reaches about 48cm in length and has the basic body shape of water bird  Generally mottled brown in color;  it has a long;  yellow beak and white stripes above and below its eye;  which is dark in color  It is most notable for the ornate pattern on the upper surface of its wings that is visible when it flies	 sharp	sharp-4
407	1396	SHARP	nunáani sisa	 sharp;  a long; species of ‘cashorro’-type fish that reaches some 30cm in length;  and lives in rivers;  being found mainly in back-eddies and other still waters  Like the <[sisa](sisa)> proper;  which principally lives in oxbow lakes;  it has a slender;  tubular body;  pointed snout;  and large;  teeth	 sharp	sharp-5
408	1396	SHARP	sisa	 sharp;  fine scales;  long;  tubular body;  pointed snout;  and large; ‘cashorro’-type fish species that principally lives in oxbow lakes;  with a slender;  teeth  Reaching some 60cm in length;  its silvery body is covered with small	 sharp	sharp-6
409	1396	SHARP	tawɨɨ́kiri	 sharp;  curved; Black-fronted Nunbird;  a species of black bird with a small;  red beak;  and a distinctive call;  the imitation of the call of this bird was a motif of some forms of traditional Iquito flute-playing	 sharp	sharp-7
410	1645	SHORT	jɨɨ́taaraatina	 e g ;  e g ;  etc ;  heavy; what type or quality;  interrogative that questions either a quality associated with a referent;  whether it is red;  short;  or its type within a superordinate category;  as used to inquire what species of snake has been killed;  after being informed that a snake has been killed; any kind;  whatever kind	 short	short-1
411	1645	SHORT	niíyamɨɨka	short; low;  not far from the ground;  speaking e g ;  of an elevated floor of a house;  or the branches of a tree;  speaking of the height of something that stands vertically such as a person or tree	short	short-2
412	1645	SHORT	takínuurika	short;  speaking of the length of something (e g ;  a rope);  or the height of something (e g ;  a standing tree)	short	short-3
413	1645	SHORT	takijámiiki	short (plural inanimate)	short (plural inanimate)	shortpluralinanimate-1
414	1645	SHORT	takijápɨɨki	short (plural animate)	short (plural animate)	shortpluralanimate-1
415	1261	SING	ariwáani	sing; song or chant	sing	sing-1
416	1261	SING	wɨɨrɨ́ɨni	 motor;  or radio; emit or make sound;  be it something that emits sound by its own action;  like an animal;  or something that makes a sound by virtue of something acting on it;  like a drum  Note that this term does not apply to sounds made by the human voice; sing or call;  said of certain species of birds and animals that have prolonged or repetitive calls;  including birds such as roosters;  doves;  and certain species of toucans;  but also animals such as Howler Monkeys and Dusky Titi monkeys	sing or call	singorcall-1
417	1416	SIT				
418	2613	SKIN (HUMAN)				
419	1732	SKY	níiya=karikuku	sky	sky	sky-1
420	1585	SLEEP	ɨɨ́jɨkɨya	temporal midpoint;  approximate midpoint of a time period (e g ;  a day) or temporal midpoint of an activity (e g ;  sleeping)	 sleeping)	sleeping-1
421	1585	SLEEP	makɨ́ɨni	 e g ; sleep; go on a multi-day hunting or fishing trip;  with at least one night spent sleeping away from home; sit fermenting;  said of manioc beer mash; dream; dream; go out or extinguish itself;  speaking of a flame source such as a cooking fire or a candle; for the sun to dim;  for sunlight to diminish and become less strong;  due to clouds	sleep	sleep-1
422	1246	SMALL	janɨɨwɨ	 prototypically; down;  small;  soft feathers that grown near the skin of birds;  under their larger feathers; small fibers clinging to the edge of something;  this term refers to the small fibers left on either the vein of a <[nɨɨ́kamɨ](LX002234)> (‘chambira’) leaf or the flexible part of the leaf;  after the latter has been stripped away from the former;  but it is also used for other similar straggling fibers;  such as those left around the trunk by <[nɨsikati](LX002330)> (‘aguaje’) palm fronds as they grow	 small	small-1
423	1246	SMALL	rapana	 e g ; small; fine;  uniform in texture;  or lacking large lumps;  said of powders or meals;  sugar without lumps;  or well-made ‘fariña’ with uniformly small granules;  said of multiple small manioc tubers;  typically from the same plant	small	small-2
424	1246	SMALL	sɨɨ́sanurika	a small quantity; small or little	small or little	smallorlittle-1
425	1246	SMALL	sɨɨ́sapɨ́jaarika	small (plural animate)	small (plural animate)	smallpluralanimate-1
426	1246	SMALL	sɨɨ́samíjaarika	small (plural inanimate)	small (plural inanimate)	smallpluralinanimate-1
427	1586	SMELL (PERCEIVE)				
428	778	SMOKE (EXHAUST)	anajaka	smoke; steam; cloud or mist	smoke	smoke-1
429	778	SMOKE (EXHAUST)	junɨ́ɨni	 e g ; smoke;  a pipe or cigarette; blow tobacco smoke on someone or something;  as part of a shamanic rite;  typically performed to cure someone of an illness;  but also done to confer magical powers on physical object	smoke	smoke-2
430	1234	SMOOTH	aákanana	glossy or shiny;  e g ;  a new piece of ceramic tile;  polished wood;  a mirror;  or hair with pomade in it; smooth;  speaking of the surface of an object;  such as a well-made cement floor or the top of a plastic table	smooth	smooth-1
431	730	SNAKE	sirɨ́ɨni	 e g ;  e g ; extend;  stretch out;  or reach;  either due to external force;  a coiled rope or a sheet of elastic fabric;  or due to internal motivation;  a worm or snake	 a worm or snake	awormorsnake-1
432	784	SNOW				
433	1241	SOME	jɨɨ́timi	how many;  speaking of inanimate entities;  interrogative used to inquire about the number of inanimate countable referents; some;  an indefinite but plural number of inanimate entities;  intonation and discourse context often yield produce inference that the number is large	some	some-1
434	1241	SOME	jɨɨ́tipɨ	how many; some;  speaking of animate entities;  interrogative word used to inquire about the number of inanimate countable referents;  an indefinite but plural number of animate entities;  intonation and discourse context often yield an inference that the number is large	some	some-2
435	1440	SPIT	aaraaka	saliva or spit	saliva or spit	salivaorspit-1
436	1440	SPIT	aruukíini	spit; blow in a stylized manner to exercise shamanic or magical power;  this stylized form of blowing involves considerable closure in the oral cavity;  so that substantial frication results;  the articulation involved typically involves a brief approximation of the dorsum of the tongue to the velum followed by prolonged approximation of the body of the tongue to the palatal region;  until supraglottal air pressure begins to equalize with subglottal pressure;  while this type of blowing is stereotypically associated with shamans and the exercise of shamanic power;  this type of blowing was also employed by people without shamanic powers for purposes of everyday magic;  such as causing rain to cease or delaying sunset	spit	spit-1
437	1437	SPLIT	ijakɨ́ɨni	 e g ;  e g ; burst or break open;  speaking of;  speaking of;  a palm pod that bursts open as the fruits it contains ripen;  a fruit that is squeezed to the point that its skin ruptures;  a container containing a gas under pressure;  or an egg;  at the point when the young inside hatches; split or crack;  a plank that splits while drying;  or a ceramic dish that develops a crack; open or bloom;  speaking of a flower; discharge;  fire;  or go off;  speaking of a shotgun cartridge or a similar form of ammunition or explosive	split or crack	splitorcrack-1
438	1437	SPLIT	rarákatina	 e g ; frayed;  the quality of having multiple frayed;  split;  and disordered fibers or fiber-like parts;  a ‘chambira’ leaf;  which instead of coming out of its ‘cogollo’ whole;  comes out split into multiple pieces;  or an electrical wire which has lost its outer plastic covering;  such that the small copper wires unwrap in a disordered manner	 split	split-1
439	1414	SQUEEZE				
440	1434	STAB	ajiráani	 e g ;  e g ; stab or pierce with a sharp object;  said of;  stabbing a person with a knife;  piercing the body of an animal with a spear;  or making a hole in the ground with a sharpened stick in order to sow seeds; crush into a pulp or mash with a relatively slender tool with a roughly circular cross-section;  a pestle; peck;  strike something with a beak or a beak-like snout;  said of birds and certain species of fish; beat or pulse;  said of the beating of a heart or the pulsing in veins	stab or pierce with a sharp object	staborpiercewithasharpobject-1
441	1434	STAB	ijiráani	peck; pierce;  stab; mash;  pulp (with pestle); pulse;  beat (heart)	 stab	stab-1
442	1442	STAND	narɨ́ɨni	stand	stand	stand-1
443	1442	STAND	takúuni	stand;  be standing; stand up	stand	stand-2
444	1442	STAND	takúuni	stand;  be standing; stand up	 be standing	bestanding-1
445	1430	STAR	=iíjinaji	 e g ;  e g ;  for example;  end; at the tip;  or extremum of a ground that has one dimension that is saliently longer than the others;  the ground in question may be a physical entity;  a stick;  limb;  or canoe;  or it may be a space;  a lake;  garden;  or a clearing in the forest;  provided that the space is saliently extended in one dimension so that it has identifiable extrema; directly at or towards;  speaking specifically of the act of looking directly at a heavenly body;  such as the sun;  moon;  or stars (but not flying entities such as birds or planes)  This sense seems to spring from the fact that these bodies being conceptualized;  in this sense;  as entities projecting from the ground;  with the visible heavenly body being the ‘tip’ of the entity  Looking directly at the sun was believed in traditional Iquito society to have powerful effects;  one way to protect oneself from venomous snakes was to kill one;  cut off its head;  and then peer directly at the sun through its opened mouth;  which was believed to blind that species of snake to the person in question	 or stars (but not flying entities such as birds or planes)  This sense seems to spring from the fact that these bodies being conceptualized	orstarsbutnotflyingentitiessuchasbirdsorplanesThissenseseemstospringfromthefactthatthesebodiesbeingconceptualized-1
446	1430	STAR	sawija	star; stone;  rock;  or pebble;  Iquito territory is notably lacking in large stones;  and the stones that do exist are mostly small white pebbles that accumulate in certain beaches;  with the exception of <[sikiáaja sawija](LX002968)> (lit  ‘deer stone’);  a rather soft sedimentary stone found near certain creeks and salt licks	star	star-1
447	1295	STICK	amániikɨ́ɨni	 e g ; beat a person or animal repeatedly with an instrument;  a spear or stick;  until they are grievously injured or dead	 a spear or stick	aspearorstick-1
448	1295	STICK	=iíjinaji	 e g ;  e g ;  for example;  end; at the tip;  or extremum of a ground that has one dimension that is saliently longer than the others;  the ground in question may be a physical entity;  a stick;  limb;  or canoe;  or it may be a space;  a lake;  garden;  or a clearing in the forest;  provided that the space is saliently extended in one dimension so that it has identifiable extrema; directly at or towards;  speaking specifically of the act of looking directly at a heavenly body;  such as the sun;  moon;  or stars (but not flying entities such as birds or planes)  This sense seems to spring from the fact that these bodies being conceptualized;  in this sense;  as entities projecting from the ground;  with the visible heavenly body being the ‘tip’ of the entity  Looking directly at the sun was believed in traditional Iquito society to have powerful effects;  one way to protect oneself from venomous snakes was to kill one;  cut off its head;  and then peer directly at the sun through its opened mouth;  which was believed to blind that species of snake to the person in question	 a stick	astick-1
449	1295	STICK	nasikáani	 e g ; break;  cut;  a stick; break something slender;  into two pieces;  such that two surfaces resulting from the break are not clean;  but have splinters;  fibers;  or other irregularities projecting from them (compare <[tijakáani](LX003343)>);  or more commonly;  manioc stalks into pieces some 50-100cm in length;  with the intention of planting them;  note that in this case;  the breaks or cuts between the resulting segments is typically clean ones	 a stick	astick-2
450	1295	STICK	tijakáani	 e g ;  e g ;  a stick;  a rope; cut or break something relatively slender into two wholly distinct pieces;  perpendicular to its axis of greatest length;  such that the break between the pieces be relatively clean and flat;  and not have a ragged edge or have fibers;  splinters;  or the like attached to the broken edges;  the object may be rigid;  or flexible;  and the resulting two pieces may be of any size relative to each other	 a stick	astick-3
451	1295	STICK	tijakɨ́ɨni	 e g ;  e g ;  a stick;  a rope;  the object may be rigid;  or flexible;  and the resulting two pieces may be of any size relative to each other; be broken or cut into two wholly distinct pieces;  speaking of something relatively slender such that the break is perpendicular to the axis of greatest length and is relatively clean and flat;  without a ragged;  fibrous;  or splintered edge	 a stick	astick-4
452	1295	STICK	tipuutáani	stick;  adhere;  or attach something to something else using something sticky	stick	stick-1
453	857	STONE	sawija	star; stone;  rock;  or pebble;  Iquito territory is notably lacking in large stones;  and the stones that do exist are mostly small white pebbles that accumulate in certain beaches;  with the exception of <[sikiáaja sawija](LX002968)> (lit  ‘deer stone’);  a rather soft sedimentary stone found near certain creeks and salt licks	stone	stone-1
454	1404	STRAIGHT	aaka paáraasi	‘sharara’ or Anhinga;  piscivorous bird species that reaches some 85cm in length;  including its long tail  It is notable for its long;  slender neck and its long;  straight;  sharply pointed bill  It is darkly colored except for its somewhat lighter neck and head and the straggly white feathers on the backs of its wings  Adept at swimming;  it is typically found near water and is often seen perched on branches near the edges of bodies of water;  drying its spread wings	 straight	straight-1
455	1404	STRAIGHT	aákusana sikiáaja	 straight; ‘venado colorado’ or Red Brocket Deer;  deer species with chestnut-red coloring that grows to some 1 4m in length and almost 50kg in weight;  the males grow short;  unbranched anters that are directed backwards	 straight	straight-2
456	1404	STRAIGHT	iinamináaja	 straight;  belly; Yellow-billed Jacamar;  species of bird reaching some 19cm in length;  with a long;  yellow bill and a relatively long tail  Its throat;  chest;  and the underside of its tail are a rusty red;  while the rest of its plumage is an iridescent green except for a cap of brown feathers  It is generally spotted in the mid-canopy when its trilling call is heard	 straight	straight-3
457	1404	STRAIGHT	kamíkiika	 straight;  e g ; upright;  for something to be oriented perfectly vertically;  at ninety degrees to be the ground;  and upwards with respect to the origo (generally to position of the speaker);  a house post that is being positioned in constructing a house; for something to be straight;  horizontal to the ground;  and aligned so as to point either straight upriver or straight uphill; go directly to an upriver or upward destination;  without stopping at any intermediate points	 straight	straight-4
458	1404	STRAIGHT	kamíkiikaana	straight;  not bent or curved;  speaking of rigid;  slender objects;  such as sticks and tree trunks	straight	straight-5
459	1404	STRAIGHT	tikiírakuma	straight;  not branching or curving off;  in the direction that continues the direction of a path segment;  rather than in a different direction	straight	straight-6
460	1421	SUCK				
461	1343	SUN	níiya namija	sun (celestial object); ‘sacha jergón’;  species of plant characterized by having a single tuber from which numerous stalks grow;  arranged in circle;  leaving an open space in the center;  from which arrangement presumably derives the Iquito name  The stalks;  some 1cm in diameter;  grow to some 1 5m in height;  and bear pale horizontal markings that Iquitos find reminiscent of the coloring of ‘jergón’ (<[sajina](sajina)>) snakes;  a small portion of grated tuber applied to the site of snake bite is believed to be efficacious in neutralizing the effects of snake venom	sun (celestial object)	suncelestialobject-1
462	1343	SUN	nunamija	the sun;  speaking specifically of the celestial object and not the heat or atmospheric conditions associated with it	the sun	thesun-1
463	1573	SWELL	purúuni	 e g ; swell;  a body part that has received a blow;  the decaying carcass of an animal;  a piece of baking bread	swell	swell-1
464	1573	SWELL	ríini	 e g ; bloat or swell up;  speaking of the belly;  typically due to a bad reaction to food; inflate by blowing into something;  a balloon  A traditional toy was made by inflating sloth bladders in this way; arm a trap;  set the trigger of a trap so that it will go off when touched; cock a gun;  pulling back its hammer so that it is ready to fall when the trigger is pulled	bloat or swell up	bloatorswellup-1
465	1439	SWIM	iniyáani	cross a body of water;  such as a river or lake;  by any means;  be it by bridge;  boat;  swimming;  or simply wading;  if the water is sufficiently shallow	 swimming	swimming-1
466	1439	SWIM	musíini	 e g ; swim;  said of both terrestrial or aquatic creatures; wade through water;  to cross a shallow creek	swim	swim-1
467	1220	TAIL				
468	78	THAT	aniwa	that;  focused form of the discourse anaphor <[niwa](niwa)>	that	that-1
469	78	THAT	kaaya amuútaja	 according to Iquito oral tradition;  that; variety of <[sakújaaja](LX002746)> (‘piripiri’);  a medicinal plant;  was used to kill people  Reportedly the killer would grate the bulbs of the plant;  and rub them on his body;  after which he would blow (<[aruukíini](LX000529)>) in the direction of the intended victim (who need not be in sight) and say <jaa kia=iwɨɨ́rɨki> ‘you’re dead’ three times;  upon which the victim would become ill and die;  sometimes within a day	 that	that-2
470	78	THAT	niwa	that;  discourse anaphor;  element anaphoric with a proposition previously introduced in the discourse or otherwise present in the common ground	that	that-3
471	78	THAT	iina	general number;  general demonstrative pronoun;  being a general demonstrative;  it does not exhibit distance contrasts;  being usable for both speaker-proximal and speaker-distal referents; general number definite or demonstrative adnominal determiner; general number discourse anaphor;  anaphoric element whose antecedent is a proposition or set of propositions in the preceding discourse; that or which;  general number relative pronoun	that or which	thatorwhich-1
472	78	THAT	iimi	 being a general demonstrative;  it does not exhibit distance contrasts;  being usable for both speaker-proximal and speaker-distal referents; that or which; general demonstrative pronoun with plural inanimate agreement;  plural animate relative pronoun; determiner expressing plural inanimate agreement	that or which	thatorwhich-2
473	78	THAT	iipɨ	 being a general demonstrative;  it does not exhibit distance contrasts;  being usable for both speaker-proximal and speaker-distal referents;  that or which;  plural animate relative pronoun; plural animate definite article; general demonstrative with plural animate agreement; who	 that or which	thatorwhich-3
474	1937	THERE	atii	there;  anaphoric form of the medial spatial locative adverb <[tii](tii)>;  used to indicate a location previously mentioned in the discourse that is more distant from the deictic center (by default;  the speaker) than a location indexed by <[iiti](iiti)> ‘here’;  but not as distant as a location indexed by <[tíira](LX003317)> ‘there’; at that point;  then;  in a temporal sequence of events	there	there-1
475	1937	THERE	kaamíira	there; there;  further upriver;  further up or above;  distal locative demonstrative where the location of demonstrative reference is further above the origo (generally;  the speaker) than would be expected by virtue of some salient overall spatial frame of reference;  distal locative demonstrative;  where the location of demonstrative reference is further upriver of the origo (generally the speaker) than would be expected by virtue of some salient overall spatial frame of reference	there	there-2
476	1937	THERE	kaamíira	there; there;  further upriver;  further up or above;  distal locative demonstrative where the location of demonstrative reference is further above the origo (generally;  the speaker) than would be expected by virtue of some salient overall spatial frame of reference;  distal locative demonstrative;  where the location of demonstrative reference is further upriver of the origo (generally the speaker) than would be expected by virtue of some salient overall spatial frame of reference	there	there-3
477	1937	THERE	kamíjiita	there; there;  a little above;  the speaker);  the speaker);  distal locative demonstrative;  distal locative demonstrative;  where the location of demonstrative reference is above the origo (generally;  but less far above the origo than would be expected by virtue of some salient overall spatial frame of reference;  a little upriver;  where the location of demonstrative reference is upriver of the origo (generally;  but less far upriver of the origo than would be expected by virtue of some salient overall spatial frame of reference	there	there-4
478	1937	THERE	kamíjiita	there; there;  a little above;  the speaker);  the speaker);  distal locative demonstrative;  distal locative demonstrative;  where the location of demonstrative reference is above the origo (generally;  but less far above the origo than would be expected by virtue of some salient overall spatial frame of reference;  a little upriver;  where the location of demonstrative reference is upriver of the origo (generally;  but less far upriver of the origo than would be expected by virtue of some salient overall spatial frame of reference	there	there-5
479	1937	THERE	kinikíira	there; there;  near addressee;  near addressee;  addressee-proximal locative demonstrative;  addressee-proximal locative demonstrative;  at the same level;  where the location of demonstrative reference is located both distally and horizontally away from the speaker with respect to the gravitationally-oriented spatial reference frame;  in a direction perpendicular to the river;  where the location of demonstrative reference is located both distally from the speaker and in a direction perpendicular to the direction of flow of the river with respect to the speaker	there	there-6
480	1937	THERE	kinikíira	there; there;  near addressee;  near addressee;  addressee-proximal locative demonstrative;  addressee-proximal locative demonstrative;  at the same level;  where the location of demonstrative reference is located both distally and horizontally away from the speaker with respect to the gravitationally-oriented spatial reference frame;  in a direction perpendicular to the river;  where the location of demonstrative reference is located both distally from the speaker and in a direction perpendicular to the direction of flow of the river with respect to the speaker	there	there-7
481	1937	THERE	kinikúura	there; there;  further up;  further upriver;  addressee-proximal locative demonstrative where the location of demonstrative reference is distal from the speaker;  addressee-proximal locative demonstrative where the location of demonstrative reference is distal from the speaker;  and both above the speaker and further above the speaker than would be expected by virtue of some salient overall spatial frame of reference;  and both upriver of the speaker and further upriver of the speaker than would be expected by virtue of some salient overall spatial frame of reference	there	there-8
482	1937	THERE	kinikúura	there; there;  further up;  further upriver;  addressee-proximal locative demonstrative where the location of demonstrative reference is distal from the speaker;  addressee-proximal locative demonstrative where the location of demonstrative reference is distal from the speaker;  and both above the speaker and further above the speaker than would be expected by virtue of some salient overall spatial frame of reference;  and both upriver of the speaker and further upriver of the speaker than would be expected by virtue of some salient overall spatial frame of reference	there	there-9
483	1937	THERE	kinimɨ́ɨra	there; there;  further down;  further down river;  addressee-proximal locative demonstrative where the location of demonstrative reference is distal from the speaker;  addressee-proximal locative demonstrative where the location of demonstrative reference is distal from the speaker;  and both below the speaker and further below the speaker than would be expected by virtue of some salient overall spatial frame of reference;  and both downriver of the speaker and further downriver of the speaker than would be expected by virtue of some salient overall spatial frame of reference	there	there-10
484	1937	THERE	kinimɨ́ɨra	there; there;  further down;  further down river;  addressee-proximal locative demonstrative where the location of demonstrative reference is distal from the speaker;  addressee-proximal locative demonstrative where the location of demonstrative reference is distal from the speaker;  and both below the speaker and further below the speaker than would be expected by virtue of some salient overall spatial frame of reference;  and both downriver of the speaker and further downriver of the speaker than would be expected by virtue of some salient overall spatial frame of reference	there	there-11
485	1937	THERE	naamíira	there; there;  further down;  further downriver;  the speaker) than would be expected by virtue of some salient overall spatial frame of reference;  the speaker) than would be expected by virtue of some salient overall spatial frame of reference;  distal locative demonstrative;  distal locative demonstrative;  where the location of demonstrative reference is further below the origo (generally;  where the location of demonstrative reference is further downriver of the origo (generally	there	there-12
486	1937	THERE	naamíira	there; there;  further down;  further downriver;  the speaker) than would be expected by virtue of some salient overall spatial frame of reference;  the speaker) than would be expected by virtue of some salient overall spatial frame of reference;  distal locative demonstrative;  distal locative demonstrative;  where the location of demonstrative reference is further below the origo (generally;  where the location of demonstrative reference is further downriver of the origo (generally	there	there-13
